"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 11 13:42:28 IST 2021","Sun Apr 11 13:42:42 IST 2021","13717","","Volvo cars safety page","","Volvo cars safety page","check video is playing and validate pause/play","check video is playing and validate pause/play",""
